pid,code,duration,code_score,A/C,M/F,code_count,engagement_score,norm_engagement_score
820,"['Approach', 'None']","[1360, 480]","[3, 4]",Child,Male,2,6000,0.0
821,"['Approach', 'None']","[2080, 880]","[3, 4]",Child,Male,2,9760,0.3367485849394569
822,"['Approach', 'Gesture']","[1600, 1680]","[3, 5]",Child,Male,2,13200,0.6448377158415133
823,"['Approach', 'Gesture']","[1920, 4560]","[3, 5]",Child,Male,2,28560,2.0204915096367415
824,"['Approach', 'None']","[3200, 4480]","[3, 4]",Child,Male,2,27520,1.9273482840151894
826,"['Approach', 'None']","[3680, 6560]","[3, 4]",Adult,Female,2,37280,2.8014616321559074
827,"['Approach', 'None', 'Touch']","[13840, 3600, 7440]","[3, 4, 5]",Adult,Female,3,93120,7.802536361682309
828,"['Approach', 'None']","[4560, 4640]","[3, 4]",Adult,Male,2,32240,2.3500752310668482
831,"['Approach', 'None']","[4000, 3760]","[3, 4]",Child,Male,2,27040,1.8843591029590885
832,"['Approach', 'None', 'Touch', 'None', 'Gesture']","[2720, 10720, 8480, 7120, 2480]","[3, 4, 5, 4, 5]",Child,Male,5,134320,11.492441068997636
833,"['Approach', 'None']","[8560, 3200]","[3, 4]",Child,Male,2,38480,2.9089345847961594
838,"['Approach', 'None']","[2960, 1680]","[3, 4]",Child,Female,2,15600,0.8597836211220176
840,"['Approach', 'None']","[11920, 5120]","[3, 4]",Adult,Female,2,56240,4.499534283871892
842,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'Touch', 'None', 'None']","[8000, 2000, 1520, 1840, 5120, 3440, 880, 2800, 2880, 2560, 9520, 1840, 800, 2240, 5200, 0, 14560]","[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 5, 4, 4]",Adult,Female,17,274720,24.066776527907145
844,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[12960, 8240, 3120, 17120, 2240, 5200, 8080]","[3, 5, 4, 5, 4, 5, 4]",Child,Female,7,245440,21.444436483484992
846,"['Approach', 'None']","[2720, 26800]","[3, 4]",Adult,Female,2,115360,9.794368417281651
848,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[7600, 1600, 2240, 5280, 5680, 3840, 2240, 34720]","[3, 4, 5, 4, 5, 4, 5, 4]",Child,Male,8,255360,22.332879558644407
849,"['Approach', 'None']","[5920, 7440]","[3, 4]",Child,Male,2,47520,3.718564161352726
850,"['Approach', 'None']","[2320, 5680]","[3, 4]",Child,Male,2,29680,2.1207995987676433
851,"['Approach', 'Touch', 'None']","[7920, 4880, 16800]","[3, 5, 4]",Child,Male,3,115360,9.794368417281651
852,"['Approach', 'Touch', 'None']","[1680, 1920, 15040]","[3, 5, 4]",Child,Male,3,74800,6.161782618041126
855,"['Approach', 'None']","[6560, 15680]","[3, 4]",Child,Male,2,82400,6.84244465142939
856,"['Approach', 'None']","[2240, 28080]","[3, 4]",Child,Male,2,119040,10.123952138711758
857,"['Approach', 'None', 'Touch', 'None']","[9600, 20240, 2240, 15120]","[3, 4, 5, 4]",Child,Male,4,181440,15.712545676004872
859,"['Approach', 'Gesture']","[3520, 3920]","[3, 5]",Child,Male,2,30160,2.1637887798237445
860,"['Approach', 'None']","[6480, 26560]","[3, 4]",Child,Male,2,125680,10.71863580998782
861,"['Approach', 'None']","[10400, 7360]","[3, 4]",Adult,Female,2,60640,4.89360177688615
864,"['Approach', 'None']","[12640, 3040]","[3, 4]",Child,Female,2,50080,3.9478397936519314
871,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'Touch', 'Gesture', 'None']","[4240, 3440, 1120, 2320, 5440, 2560, 20640, 17840, 6240, 12960, 9600]","[3, 5, 4, 5, 4, 5, 4, 5, 5, 5, 4]",Adult,Female,11,386720,34.09758544099735
872,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'None']","[10080, 10880, 15520, 6480, 640, 5920, 5200, 10000]","[3, 5, 4, 5, 4, 5, 4, 4]",Adult,Female,8,272080,23.83033603209859
883,"['Approach', 'None']","[6800, 13600]","[3, 4]",Adult,Male,2,74800,6.161782618041126
884,"['Approach', 'None']","[6400, 11280]","[3, 4]",Adult,Female,2,64320,5.223185498316258
885,"['Approach', 'None']","[7440, 10800]","[3, 4]",Child,Female,2,65520,5.330658450956509
887,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None', 'Gesture', 'None']","[4080, 2800, 2880, 4160, 2080, 880, 3360, 2240]","[3, 4, 5, 4, 5, 4, 5, 4]",Child,Male,8,94160,7.895679587303863
888,"['Approach', 'Gesture', 'None']","[1120, 2560, 3360]","[3, 5, 4]",Child,Male,3,29600,2.1136347352582936
889,"['Approach', 'Gesture']","[1840, 2480]","[3, 5]",Child,Male,2,17920,1.0675646628931719
890,"['Approach', 'None']","[4720, 1040]","[3, 4]",Adult,Male,2,18320,1.1033889804399226
891,"['Approach', 'None']","[2960, 12240]","[3, 4]",Adult,Male,2,57840,4.642831554058895
894,"['Approach', 'Gesture']","[3280, 2320]","[3, 5]",Adult,Male,2,21440,1.3828186573045784
900,"['Approach', 'None']","[4080, 14000]","[3, 4]",Child,Female,2,68240,5.574263810274414
901,"['Approach', 'None']","[5200, 52000]","[3, 4]",Child,Female,2,223600,19.488428745432397
902,"['Approach', 'None']","[2720, 7920]","[3, 4]",Child,Female,2,39840,3.030737264455112
903,"['Approach', 'None']","[5360, 16720]","[3, 4]",Child,Female,2,82960,6.892598695994841
904,"['Approach', 'None']","[2400, 6400]","[3, 4]",Child,Female,2,32800,2.400229275632299
905,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[15920, 12640, 4960, 10560, 7680, 15280, 4320, 11120]","[3, 4, 5, 4, 5, 4, 5, 4]",Adult,Female,8,330960,29.103675574980297
906,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[2480, 1680, 9040, 3680, 3200, 3040, 10800]","[3, 5, 4, 5, 4, 5, 4]",Adult,Female,7,141600,12.1444436483485
907,"['Approach', 'None']","[8000, 1600]","[3, 4]",Adult,Female,2,30400,2.1852833703517947
908,"['Approach', 'Touch', 'None']","[11520, 3920, 80960]","[3, 5, 4]",Child,Male,3,378000,33.316615318478185
909,"['Approach', 'Touch', 'None', 'Gesture', 'None']","[2080, 1760, 7920, 2160, 21440]","[3, 5, 4, 5, 4]",Child,Male,5,143280,12.294905782044852
910,"['Approach', 'Touch', 'None']","[1760, 1120, 18640]","[3, 5, 4]",Child,Male,3,85440,7.1147094647846965
911,"['Approach', 'None']","[4560, 1840]","[3, 4]",Child,Male,2,21040,1.3469943397578277
913,"['Approach', 'Touch', 'None', 'Gesture', 'None', 'Gesture', 'None']","[13280, 2960, 960, 3200, 1040, 1680, 4240]","[3, 5, 4, 5, 4, 5, 4]",Adult,Female,7,104000,8.77695779895393
914,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']","[1520, 4800, 7360, 2080, 2320, 2400, 12240]","[3, 5, 4, 5, 4, 5, 4]",Adult,Female,7,138640,11.879343698502543
915,"['Approach', 'None']","[2960, 2720]","[3, 4]",Adult,Female,2,19760,1.2323565236082252
916,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']","[3120, 3360, 1680, 5440, 6400, 20880, 3200, 3040, 6320, 3680, 400]","[3, 4, 5, 4, 5, 4, 5, 5, 4, 5, 4]",Adult,Female,11,244960,21.40144730242889
917,"['Approach', 'None']","[2240, 7840]","[3, 4]",Adult,Female,2,38080,2.873110267249409
918,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']","[6320, 14400, 19680, 7840, 1520, 6240, 1520, 1680, 8880, 3520, 5840]","[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]",Adult,Female,11,337120,29.65537006520026
919,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[2640, 8160, 720, 2240, 2000, 3600, 12720]","[3, 5, 4, 5, 4, 5, 4]",Adult,Female,7,139680,11.972486924124096
921,"['Approach', 'None']","[5680, 71040]","[3, 4]",Adult,Male,2,301200,26.43834634950204
922,"['Approach', 'None']","[6240, 8640]","[3, 4]",Child,Male,2,53280,4.234434334025937
923,"['Approach', 'None', 'Touch', 'None']","[12880, 26960, 2240, 23120]","[3, 4, 5, 4]",Child,Male,4,250160,21.86716343053665
924,"['Approach', 'None', 'Touch', 'None']","[3200, 5120, 2000, 14880]","[3, 4, 5, 4]",Child,Male,4,99600,8.382890305939672
925,"['Approach', 'None']","[5600, 18160]","[3, 4]",Child,Male,2,89440,7.4729526402522035
926,"['Approach', 'None']","[9040, 1920]","[3, 4]",Child,Male,2,34800,2.579350863366053
927,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture']","[2240, 3160, 1840, 20320, 2800, 29040, 3760]","[3, 4, 5, 4, 5, 4, 5]",Child,Male,7,258800,22.640968689546465
928,"['Approach', 'None']","[4320, 32080]","[3, 4]",Adult,Male,2,141280,12.115784194311098
929,"['Approach', 'None']","[3200, 3680]","[3, 4]",Adult,Male,2,24320,1.6407537436411836
930,"['Approach', 'None']","[3840, 12480]","[3, 4]",Adult,Male,2,61440,4.965250411979652
931,"['Approach', 'Gesture', 'None', 'Touch', 'None']","[2240, 1920, 21120, 2320, 7200]","[3, 5, 4, 5, 4]",Adult,Male,5,141200,12.108619330801748
932,"['Approach', 'Touch', 'None']","[1840, 2400, 10800]","[3, 5, 4]",Adult,Male,3,60720,4.900766640395501
933,"['Approach', 'None']","[9920, 1280]","[3, 4]",Child,Male,2,34880,2.586515726875403
935,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[9600, 31600, 3680, 42240, 2560, 8400, 6560, 21280]","[3, 4, 5, 4, 5, 4, 5, 4]",Child,Male,8,506880,44.859210432041266
938,"['Approach', 'None']","[5600, 44960]","[3, 4]",Child,Male,2,196640,17.0738697427814
939,"['Approach', 'None']","[6800, 62720]","[3, 4]",Child,Male,2,271280,23.758687397005087
941,"['Approach', 'None']","[11360, 12480]","[3, 4]",Adult,Female,2,84000,6.985741921616394
942,"['Approach', 'None']","[5120, 2960]","[3, 4]",Adult,Female,2,27200,1.898688829977789
943,"['Approach', 'None']","[3360, 21040]","[3, 4]",Adult,Female,2,94240,7.9028444508132125
944,"['Approach', 'None']","[4160, 65760]","[3, 4]",Adult,Female,2,275520,24.138425163000647
947,"['Approach', 'None']","[5840, 120320]","[3, 4]",Adult,Female,2,498800,44.13555921759691
949,"['Approach', 'None']","[10160, 23000]","[3, 4]",Adult,Male,2,122480,10.432041269613814
950,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[6760, 1920, 16800, 3840, 9280, 2400, 36800, 1760, 10640]","[3, 5, 4, 5, 4, 5, 4, 5, 4]",Adult,Male,9,363960,32.05918177258723
953,"['Approach', 'None', 'Gesture', 'None']","[2880, 33920, 3920, 6880]","[3, 4, 5, 4]",Child,Male,4,191440,16.60815361467364
954,"['Approach', 'Touch', 'None']","[1840, 2160, 75440]","[3, 5, 4]",Child,Male,3,318080,27.95013254997492
958,"['Approach', 'None']","[4400, 7840]","[3, 4]",Adult,Female,2,44560,3.453464211506771
960,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']","[12640, 28960, 2880, 2000, 8080, 11200]","[3, 4, 5, 4, 5, 4]",Adult,Female,6,261360,22.870244321845668
961,"['Approach', 'None']","[4080, 32160]","[3, 4]",Adult,Female,2,140880,12.079959876764347
962,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']","[2560, 7040, 5600, 7920, 2080, 17760, 3680, 14560]","[3, 4, 5, 4, 5, 4, 5, 4]",Adult,Female,8,253600,22.175252561438704
963,"['Approach', 'None']","[3840, 4960]","[3, 4]",Adult,Male,2,31360,2.2712617324639965
966,"['Approach', 'None']","[14080, 152240]","[3, 4]",Adult,Male,2,651200,57.78462420290893
968,"['Approach', 'None']","[6720, 10800]","[3, 4]",Child,Male,2,63360,5.137207136204055
969,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']","[12080, 2240, 2800, 30720, 4160, 8400]","[3, 4, 5, 4, 5, 4]",Child,Male,6,236480,20.641971770437774
970,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']","[3440, 15200, 3760, 50160, 4640, 18880]","[3, 4, 5, 4, 5, 4]",Child,Male,6,389280,34.326861073296556
971,"['Approach', 'Gesture']","[2560, 3440]","[3, 5]",Child,Male,2,24880,1.6909077882066346
972,"['Pass', 'None']","[16160, 8320]","[1, 4]",Adult,Male,2,49440,3.89052088557713
974,"['Avoid', 'None']","[4480, 5280]","[2, 4]",Child,Male,2,30080,2.1566239163143943
975,"['Approach', 'None']","[3360, 10400]","[3, 4]",Child,Male,2,51680,4.091137063838934
978,"['Approach', 'None']","[9920, 1680]","[3, 4]",Child,Male,2,36480,2.7298129970624063
980,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']","[2880, 72320, 2720, 4080, 2880, 31520]","[3, 4, 5, 4, 5, 4]",Child,Male,6,468320,41.4057462205345
982,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[3520, 1520, 2080, 2320, 9040, 3680, 49440, 1840, 15120]","[3, 5, 4, 5, 4, 5, 4, 5, 4]",Child,Male,9,360080,31.711685892383752
983,"['Avoid', 'None']","[4000, 4480]","[2, 4]",Adult,Female,2,25920,1.7840510138281866
984,"['Approach', 'None']","[3120, 6640]","[3, 4]",Adult,Female,2,35920,2.679658952496955
985,"['Avoid', 'None']","[3760, 11360]","[2, 4]",Adult,Female,2,52960,4.205774879988536
986,"['Approach', 'None', 'None', 'None']","[3360, 21600, 23760, 16240]","[3, 4, 4, 4]",Adult,Female,4,256480,22.43318764777531
987,"['Approach', 'None']","[4800, 17680]","[3, 4]",Adult,Female,2,85120,7.086050010747296
990,"['Approach', 'None']","[10160, 6640]","[3, 4]",Adult,Female,2,57040,4.571182918965393
991,"['Approach', 'None']","[7840, 10880]","[3, 4]",Adult,Female,2,67040,5.466790857634162
993,"['Approach', 'None']","[6720, 44400]","[3, 4]",Adult,Female,2,197760,17.174177831912303
994,"['Approach', 'None']","[4640, 9760]","[3, 4]",Adult,Female,2,52960,4.205774879988536
995,"['Approach', 'Touch', 'None', 'None']","[2480, 1760, 48800, 8400]","[3, 5, 4, 4]",Adult,Female,4,245040,21.40861216593824
997,"['Approach', 'None']","[8000, 2720]","[3, 4]",Adult,Male,2,34880,2.586515726875403
1000,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'None', 'None']","[6400, 9360, 2160, 6720, 4320, 28400, 8880, 11040]","[3, 4, 5, 4, 5, 4, 4, 4]",Adult,Male,8,309200,27.15483270043706
1002,"['Approach', 'None']","[3760, 17360]","[3, 4]",Child,Male,2,80720,6.691982517733037
1005,"['Approach', 'None']","[5520, 13840]","[3, 4]",Child,Male,2,71920,5.903847531704521
1006,"['Approach', 'Touch', 'None', 'Touch', 'None']","[3200, 5680, 560, 2720, 27680]","[3, 5, 4, 5, 4]",Child,Male,5,164560,14.20075947553199
1007,"['Approach', 'None', 'Gesture', 'None']","[4640, 3600, 1920, 9440]","[3, 4, 5, 4]",Child,Male,4,75680,6.240596116643978
1012,"['Approach', 'None']","[4800, 4080]","[3, 4]",Adult,Male,2,30720,2.2139428243891954
1013,"['Approach', 'Gesture']","[1920, 3840]","[3, 5]",Adult,Male,2,24960,1.6980726517159848
1014,"['Approach', 'Gesture']","[3760, 3920]","[3, 5]",Adult,Male,2,30880,2.228272551407896
1034,"['Approach', 'None']","[8160, 6880]","[3, 4]",Child,Male,2,52000,4.119796517876335
1037,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']","[4880, 2240, 1040, 24000, 480, 2160, 1760, 3840, 2240, 6640, 17440, 19600, 30720, 3040, 39920, 7760]","[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5]",Child,Male,16,735440,65.32922547825464
1038,"['Approach', 'None']","[5040, 31440]","[3, 4]",Child,Male,2,140880,12.079959876764347
1039,"['Approach', 'None']","[4960, 2160]","[3, 4]",Child,Male,2,23520,1.5691051085476821
1040,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[2160, 22720, 3120, 720, 34080, 13680, 3840, 34160, 1760, 480, 9680, 38000, 11920, 8960, 6480, 1840, 23280, 1680, 7280, 15360, 2480, 11520]","[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]",Child,Male,22,1122560,100.0
1041,"['Approach', 'Touch', 'None']","[1680, 2480, 2320]","[3, 5, 4]",Child,Male,3,26720,1.8556996489216881
1042,"['Avoid', 'None']","[5360, 18000]","[2, 4]",Child,Male,2,82720,6.871104105466791
1043,"['Approach', 'Gesture', 'Gesture', 'None', 'None']","[8320, 2880, 3440, 0, 3360]","[3, 5, 5, 4, 4]",Child,Male,5,70000,5.731890807480117
1045,"['Approach', 'None']","[10560, 8720]","[3, 4]",Adult,Female,2,66560,5.423801676578061
1046,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']","[3200, 5200, 4720, 12960, 17600, 5280, 2880, 44880, 3840, 16080]","[3, 4, 5, 4, 5, 4, 5, 4, 5, 4]",Adult,Female,10,492400,43.56237013684889
1047,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']","[4320, 3760, 3920, 8640, 2080, 7040, 2320, 52960]","[3, 4, 5, 4, 5, 4, 5, 4]",Adult,Female,8,344160,30.28587805402307
1048,"['Approach', 'None', 'Gesture', 'None']","[5120, 17680, 4160, 18560]","[3, 4, 5, 4]",Adult,Female,4,181120,15.683886221967471
1049,"['Approach', 'Touch', 'None']","[4480, 3360, 4400]","[3, 5, 4]",Adult,Female,3,47840,3.7472236153901264
1054,"['Approach', 'None']","[9120, 48240]","[3, 4]",Adult,Male,2,220320,19.19466934154904
1055,"['Approach', 'None']","[3680, 15840]","[3, 4]",Adult,Male,2,74400,6.125958300494375
1057,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None']","[5760, 26720, 5200, 16640, 3680, 160, 2960, 640, 3200, 12560, 3120, 12240, 2320, 83760]","[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]",Adult,Male,14,730560,64.89216880418428
1058,"['Approach', 'None', 'Gesture', 'None', 'None']","[4640, 102400, 2240, 29920, 9680]","[3, 4, 5, 4, 4]",Adult,Male,5,593120,52.582933295120725
1060,"['Approach', 'None']","[15280, 4480]","[3, 4]",Child,Male,2,63760,5.173031453750806
1061,"['Approach', 'None', 'Touch', 'None', 'Touch']","[1920, 3520, 24080, 1520, 7200]","[3, 4, 5, 4, 5]",Child,Male,5,182320,15.791359174607726
1062,"['Approach', 'None']","[6160, 10880]","[3, 4]",Child,Male,2,62000,5.015404456545102
1063,"['Approach', 'None']","[3040, 15600]","[3, 4]",Child,Male,2,71520,5.86802321415777
1064,"['Approach', 'None', 'Gesture', 'None']","[3600, 18640, 2640, 2960]","[3, 4, 5, 4]",Child,Male,4,110400,9.350146879701942
1065,"['Approach', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']","[4560, 13680, 2960, 1680, 8240, 3440, 14480]","[3, 4, 5, 5, 4, 5, 4]",Child,Male,7,199680,17.346134556136704
1066,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']","[1680, 3520, 14800, 5200, 14320, 2640, 24320, 3120, 10320, 4560, 46800, 4160, 1040, 2480, 7200, 3040, 71440, 3120, 4800]","[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]",Child,Male,19,944400,84.04384896467722
1067,"['Approach', 'None']","[2320, 30720]","[3, 4]",Child,Male,2,129840,11.091208712474028
1071,"['Approach', 'Touch', 'None', 'Touch', 'None']","[6080, 10960, 9920, 2320, 16640]","[3, 5, 4, 5, 4]",Child,Male,5,190880,16.55799957010819
1074,"['Approach', 'Gesture']","[9040, 1520]","[3, 5]",Child,Male,2,34720,2.572185999856703
1078,"['Approach', 'None']","[6800, 9520]","[3, 4]",Child,Male,2,58480,4.7001504621336965
1097,"['Approach', 'None', 'Touch', 'None']","[12240, 47120, 3680, 35840]","[3, 4, 5, 4]",Adult,Female,4,386960,34.1190800315254
1098,"['Approach', 'Touch', 'None']","[2480, 1920, 18000]","[3, 5, 4]",Adult,Female,3,89040,7.437128322705452
1099,"['Approach', 'None', 'None']","[2800, 5440, 12720]","[3, 4, 4]",Adult,Female,3,81040,6.720641971770437
1100,"['Approach', 'None']","[6080, 33520]","[3, 4]",Adult,Female,2,152320,13.104535358601419
1101,"['Approach', 'None']","[2160, 10000]","[3, 4]",Adult,Female,2,46480,3.6254209357311744
1103,"['Approach', 'None']","[9760, 135360]","[3, 4]",Child,Female,2,570720,50.57677151250268
1104,"['Approach', 'None']","[10400, 6560]","[3, 4]",Child,Female,2,57440,4.607007236512144
1105,"['Approach', 'None']","[5280, 5200]","[3, 4]",Child,Female,2,36640,2.7441427240811063
1106,"['Approach', 'None']","[4560, 20800]","[3, 4]",Child,Female,2,96880,8.139284946621766
1108,"['Approach', 'None', 'Gesture', 'None']","[7680, 5200, 2800, 2400]","[3, 4, 5, 4]",Child,Male,4,67440,5.502615175180913
1109,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None']","[5360, 45360, 1840, 36400, 6320, 62800]","[3, 4, 5, 4, 5, 4]",Child,Male,6,635120,56.344486637529556
1110,"['Approach', 'None']","[3840, 11680]","[3, 4]",Child,Male,2,58240,4.6786558716056454
1111,"['Approach', 'None']","[4800, 16480]","[3, 4]",Child,Male,2,80320,6.656158200186287
1114,"['Approach', 'Touch']","[12640, 4800]","[3, 5]",Child,Male,2,61920,5.008239593035753
